#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
CHR_MG191_PATCH	90899539	90899655	+	ENSMUSP00000139241.1	0.57	0	0	0	0	2e-12	0.872	0	FRAG
CHR_MG191_PATCH	90899912	90900019	+	ENSMUSP00000082175.3	0.52	1	0	0	1	8e-09	0.886	3	FRAG
CHR_MG191_PATCH	90900116	90900208	+	ENSMUSP00000105567.1	0.91	0	0	0	1	5e-11	0.935	3	PSSD
CHR_MG191_PATCH	90900452	90924796	+	ENSMUSP00000114278.1	0.35	1	0	1	0	3e-12	0.75	0	DUP
CHR_MG191_PATCH	90908319	90908525	+	ENSMUSP00000082978.3	0.55	0	0	0	0	4e-16	0.768	0	FRAG
CHR_MG191_PATCH	90920238	90920330	+	ENSMUSP00000105567.1	0.91	0	0	0	1	4e-11	0.935	3	PSSD
CHR_MG191_PATCH	90931266	90931349	+	ENSMUSP00000114386.1	0.22	0	0	0	0	4e-07	0.857	0	FRAG
CHR_MG191_PATCH	90932877	90933041	+	ENSMUSP00000082978.3	0.48	0	5	0	0	3e-10	0.633	0	FRAG
CHR_MG191_PATCH	90936101	90936235	+	ENSMUSP00000134026.1	0.19	0	0	0	2	6e-08	0.711	0	FRAG
CHR_MG191_PATCH	90936322	90937262	+	ENSMUSP00000122157.1	0.47	20	20	6	9	4e-10	0.335	0	FRAG
CHR_MG191_PATCH	90946790	90946929	+	ENSMUSP00000082978.3	0.39	1	2	1	1	6e-10	0.755	3	FRAG
CHR_MG191_PATCH	90948006	90948158	+	ENSMUSP00000114278.1	0.37	0	0	0	0	3e-17	0.804	3	FRAG
CHR_MG191_PATCH	90948446	90948598	+	ENSMUSP00000114278.1	0.37	0	0	0	0	5e-17	0.725	0	FRAG
CHR_MG191_PATCH	90953895	90954068	+	ENSMUSP00000082978.3	0.46	2	0	2	0	6e-12	0.759	2	FRAG
CHR_MG191_PATCH	90954746	90954838	+	ENSMUSP00000105567.1	0.91	0	0	0	0	2e-12	0.968	0	PSSD
CHR_MG191_PATCH	90957539	90957725	+	ENSMUSP00000082978.3	0.49	1	0	1	1	2e-10	0.694	0	FRAG
CHR_MG191_PATCH	90962298	90962423	+	ENSMUSP00000127108.1	0.57	0	0	0	0	8e-07	0.595	3	FRAG
CHR_MG191_PATCH	90963461	90963562	+	ENSMUSP00000114278.1	0.24	0	0	0	0	1e-09	0.706	3	FRAG
CHR_MG191_PATCH	90964048	90964198	+	ENSMUSP00000114278.1	0.36	1	0	1	0	5e-14	0.820	0	FRAG
CHR_MG191_PATCH	90964263	90964373	+	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-08	0.861	0	FRAG
CHR_MG191_PATCH	90968407	90968557	+	ENSMUSP00000114278.1	0.36	1	0	1	0	2e-11	0.740	3	FRAG
CHR_MG191_PATCH	90969248	90969397	+	ENSMUSP00000082978.3	0.40	0	0	0	1	1e-13	0.760	3	FRAG
CHR_MG191_PATCH	90973360	90973470	+	ENSMUSP00000082175.3	0.54	1	0	0	1	5e-09	0.833	0	FRAG
CHR_MG191_PATCH	90973702	90973872	+	ENSMUSP00000114278.1	0.41	0	0	0	1	1e-16	0.684	0	FRAG
CHR_MG191_PATCH	90974553	90974696	+	ENSMUSP00000114278.1	0.36	0	2	0	1	4e-11	0.600	0	FRAG
CHR_MG191_PATCH	90979300	90979392	+	ENSMUSP00000105567.1	0.91	0	0	0	0	5e-11	0.935	3	PSSD
CHR_MG191_PATCH	90979479	90979638	+	ENSMUSP00000114278.1	0.38	1	0	1	2	3e-11	0.755	0	FRAG
CHR_MG191_PATCH	90981455	90981565	+	ENSMUSP00000082175.3	0.54	1	0	0	0	2e-09	0.811	3	FRAG
CHR_MG191_PATCH	90982512	90982613	+	ENSMUSP00000082175.3	0.49	1	0	0	2	8e-07	0.848	0	FRAG
CHR_MG191_PATCH	90991391	90991600	+	ENSMUSP00000082978.3	0.56	0	0	0	0	1e-13	0.571	3	FRAG
CHR_MG191_PATCH	90997454	90997600	+	ENSMUSP00000114278.1	0.35	0	0	0	0	3e-14	0.714	0	FRAG
CHR_MG191_PATCH	90997869	90997973	+	ENSMUSP00000082175.3	0.51	1	0	0	1	1e-08	0.882	3	FRAG
CHR_MG191_PATCH	91021321	91021413	+	ENSMUSP00000105567.1	0.91	0	0	0	0	7e-13	1.000	3	PSSD
CHR_MG191_PATCH	91022698	91022856	+	ENSMUSP00000082978.3	0.42	0	0	0	0	3e-15	0.792	0	FRAG
CHR_MG191_PATCH	91025997	91026124	+	ENSMUSP00000073455.5	0.18	1	0	1	0	2e-10	0.884	0	FRAG
CHR_MG191_PATCH	91029981	91030082	+	ENSMUSP00000105567.1	1.00	0	0	0	1	8e-12	0.882	0	PSSD
CHR_MG191_PATCH	91033174	91033321	+	ENSMUSP00000114278.1	0.36	1	1	1	0	4e-07	0.600	0	FRAG
CHR_MG191_PATCH	91033587	91033730	+	ENSMUSP00000082978.3	0.38	0	0	0	0	2e-13	0.792	0	FRAG
CHR_MG191_PATCH	91037840	91037977	+	ENSMUSP00000114278.1	0.36	0	4	0	1	2e-12	0.720	0	FRAG
CHR_MG191_PATCH	91038155	91038256	+	ENSMUSP00000114386.1	0.26	0	0	0	1	2e-07	0.794	3	FRAG
CHR_MG191_PATCH	91038618	91038879	+	ENSMUSP00000082978.3	0.64	9	0	2	0	8e-14	0.591	0	FRAG
CHR_MG153_PATCH	4016650	4016775	+	ENSMUSP00000114048.1	0.58	0	0	0	1	1e-11	0.810	0	FRAG
CHR_MG153_PATCH	4020213	4020360	+	ENSMUSP00000082978.3	0.40	3	3	1	0	4e-13	0.750	1	FRAG
CHR_MG153_PATCH	4021961	4022113	+	ENSMUSP00000114278.1	0.37	0	0	0	1	3e-10	0.608	3	FRAG
CHR_MG153_PATCH	4026449	4026623	+	ENSMUSP00000082978.3	0.45	2	0	1	1	1e-10	0.707	0	FRAG
CHR_MG153_PATCH	4031261	4031353	+	ENSMUSP00000105567.1	0.91	0	0	0	0	1e-11	0.935	0	PSSD
CHR_MG153_PATCH	4032049	4032238	+	ENSMUSP00000082978.3	0.52	1	3	1	0	4e-14	0.803	0	FRAG
CHR_MG153_PATCH	4032438	4032545	+	ENSMUSP00000114048.1	0.49	0	0	0	1	4e-07	0.722	0	FRAG
CHR_MG153_PATCH	4034827	4034925	+	ENSMUSP00000105567.1	0.97	0	0	0	0	1e-13	0.939	0	PSSD
CHR_MG153_PATCH	4038985	4039133	+	ENSMUSP00000114278.1	0.36	1	0	1	0	2e-11	0.700	3	FRAG
CHR_MG153_PATCH	4039824	4039925	+	ENSMUSP00000105567.1	1.00	0	0	0	1	1e-11	0.853	0	PSSD
CHR_MG153_PATCH	4039973	4040119	+	ENSMUSP00000122084.1	0.18	0	0	0	2	7e-12	0.653	0	FRAG
CHR_MG153_PATCH	4043388	4043538	+	ENSMUSP00000114278.1	0.38	1	3	1	2	3e-12	0.755	1	FRAG
CHR_MG153_PATCH	4047165	4047498	+	ENSMUSP00000137378.1	0.81	7	1	3	2	7e-13	0.532	3	PSSD
CHR_MG153_PATCH	4048992	4049111	+	ENSMUSP00000114048.1	0.55	0	0	0	1	4e-09	0.775	0	FRAG
CHR_MG153_PATCH	4049383	4049508	+	ENSMUSP00000114048.1	0.58	0	0	0	1	9e-11	0.786	3	FRAG
CHR_MG153_PATCH	4050264	4050409	+	ENSMUSP00000122084.1	0.19	1	1	1	0	8e-08	0.800	3	FRAG
CHR_MG153_PATCH	4053733	4053860	+	ENSMUSP00000114048.1	0.60	1	1	1	0	6e-07	0.773	0	FRAG
CHR_MG153_PATCH	4054144	4095709	+	ENSMUSP00000122084.1	0.18	0	3	0	0	3e-13	0.79	1	DUP
CHR_MG153_PATCH	4054425	4054647	+	ENSMUSP00000082978.3	0.55	6	0	1	0	2e-10	0.608	3	FRAG
CHR_MG153_PATCH	4060057	4060161	+	ENSMUSP00000082175.3	0.51	1	0	0	1	1e-07	0.853	0	FRAG
CHR_MG153_PATCH	4068464	4068616	+	ENSMUSP00000082978.3	0.40	0	0	0	1	2e-11	0.686	0	FRAG
CHR_MG153_PATCH	4076856	4076945	+	ENSMUSP00000114386.1	0.23	0	0	0	0	3e-07	0.833	0	FRAG
CHR_MG153_PATCH	4087778	4087903	+	ENSMUSP00000114048.1	0.58	0	0	0	0	8e-15	0.881	0	FRAG
CHR_MG153_PATCH	4090129	4090416	+	ENSMUSP00000082978.3	0.80	0	5	0	1	6e-14	0.574	0	PSSD
CHR_MG153_PATCH	4092098	4092219	+	ENSMUSP00000073455.5	0.18	1	2	1	0	1e-14	0.930	0	FRAG
CHR_MG153_PATCH	4106212	4106353	+	ENSMUSP00000139241.1	0.71	2	0	2	0	5e-08	0.792	0	FRAG
CHR_MG153_PATCH	4108929	4109135	+	ENSMUSP00000082978.3	0.56	0	1	0	2	2e-13	0.700	0	FRAG
CHR_MG153_PATCH	4109288	4109492	+	ENSMUSP00000072472.6	0.06	2	0	2	0	4e-10	0.594	0	FRAG
CHR_MG153_PATCH	4121874	4121975	+	ENSMUSP00000105567.1	1.00	0	0	0	1	3e-13	0.941	0	PSSD
CHR_MG153_PATCH	4122223	4259122	+	ENSMUSP00000073455.5	0.18	2	0	2	1	6e-16	0.84	1	DUP
CHR_MG153_PATCH	4123867	4123956	+	ENSMUSP00000114386.1	0.23	0	0	0	0	3e-07	0.867	0	FRAG
CHR_MG153_PATCH	4133819	4133929	+	ENSMUSP00000122084.1	0.15	0	2	0	0	7e-14	0.872	0	FRAG
CHR_MG153_PATCH	4160397	4160507	+	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-08	0.806	0	FRAG
CHR_MG153_PATCH	4160568	4160675	+	ENSMUSP00000082175.3	0.52	1	0	0	1	5e-09	0.829	0	FRAG
CHR_MG153_PATCH	4178071	4178235	+	ENSMUSP00000082978.3	0.43	1	0	0	1	1e-14	0.727	0	FRAG
CHR_MG153_PATCH	4179824	4179976	+	ENSMUSP00000082978.3	0.40	0	0	0	0	6e-14	0.784	0	FRAG
CHR_MG153_PATCH	4181545	4181658	+	ENSMUSP00000082175.3	0.55	1	0	0	1	4e-09	0.838	0	FRAG
CHR_MG153_PATCH	4189579	4189802	+	ENSMUSP00000082978.3	0.57	4	0	1	2	1e-12	0.667	0	FRAG
CHR_MG153_PATCH	4190061	4190168	+	ENSMUSP00000082175.3	0.52	1	0	0	1	3e-09	0.857	0	FRAG
CHR_MG153_PATCH	4197822	4197959	+	ENSMUSP00000082978.3	0.37	0	0	0	0	1e-13	0.848	0	FRAG
CHR_MG153_PATCH	4205911	4206060	+	ENSMUSP00000082978.3	0.40	1	0	0	0	2e-12	0.720	0	FRAG
CHR_MG153_PATCH	4209662	4209825	+	ENSMUSP00000141571.1	0.63	1	0	1	1	8e-12	0.745	0	FRAG
CHR_MG153_PATCH	4211033	4211242	+	ENSMUSP00000114710.1	0.29	0	7	0	3	7e-09	0.519	0	FRAG
CHR_MG153_PATCH	4224463	4224667	+	ENSMUSP00000082978.3	0.53	2	0	1	0	9e-11	0.735	3	FRAG
CHR_MG153_PATCH	4225589	4225690	+	ENSMUSP00000105567.1	1.00	0	0	0	1	2e-13	0.941	0	PSSD
CHR_MG153_PATCH	4237723	4237852	+	ENSMUSP00000114048.1	0.59	1	0	1	1	2e-07	0.721	0	FRAG
CHR_MG153_PATCH	4237868	4238043	+	ENSMUSP00000082978.3	0.47	4	3	1	1	7e-08	0.806	0	FRAG
CHR_MG153_PATCH	4238404	4238565	+	ENSMUSP00000114278.1	0.39	0	0	0	0	1e-18	0.759	0	FRAG
CHR_MG153_PATCH	4245941	4246048	+	ENSMUSP00000082175.3	0.52	1	0	0	1	3e-09	0.886	0	FRAG
CHR_MG153_PATCH	4247521	4247613	+	ENSMUSP00000145731.1	0.18	0	0	0	0	3e-07	0.839	0	FRAG
CHR_MG153_PATCH	4250560	4250673	+	ENSMUSP00000082175.3	0.55	1	0	0	0	4e-07	0.763	0	FRAG
CHR_MG153_PATCH	4250725	4250826	+	ENSMUSP00000105567.1	1.00	0	0	0	1	9e-13	0.912	3	PSSD
CHR_MG153_PATCH	4251471	4251620	+	ENSMUSP00000114278.1	0.36	0	0	0	0	5e-14	0.720	3	FRAG
CHR_MG153_PATCH	4252053	4252223	+	ENSMUSP00000114278.1	0.41	1	1	0	3	5e-13	0.603	3	FRAG
CHR_MG153_PATCH	4258883	4258984	+	ENSMUSP00000082175.3	0.49	1	0	0	1	4e-09	0.909	0	FRAG
CHR_MG153_PATCH	4259334	4259492	+	ENSMUSP00000114278.1	0.38	0	0	0	1	6e-18	0.755	3	FRAG
CHR_MG153_PATCH	4259564	4259665	+	ENSMUSP00000105567.1	1.00	0	0	0	1	2e-12	0.941	0	PSSD
CHR_MG3251_PATCH	138935252	138935404	+	ENSMUSP00000114278.1	0.39	0	3	0	1	2e-16	0.685	0	FRAG
CHR_MG3251_PATCH	138946456	138946557	+	ENSMUSP00000105567.1	1.00	0	0	0	1	2e-11	0.853	3	PSSD
CHR_MG3251_PATCH	138952038	138952238	+	ENSMUSP00000083876.2	0.62	0	0	0	0	1e-08	0.597	0	FRAG
CHR_MG3251_PATCH	138952716	138953123	+	ENSMUSP00000064226.8	0.22	5	0	0	0	1e-61	0.882	3	FRAG
CHR_MG3251_PATCH	138955533	138955634	+	ENSMUSP00000105567.1	1.00	0	0	0	1	1e-12	0.912	0	PSSD
CHR_MG3251_PATCH	138969994	138970113	+	ENSMUSP00000114048.1	0.55	0	0	0	0	3e-10	0.750	0	FRAG
CHR_MG3251_PATCH	138973650	138973799	+	ENSMUSP00000114278.1	0.36	0	0	0	1	2e-13	0.700	3	FRAG
CHR_MG3251_PATCH	139005054	139005298	+	ENSMUSP00000114386.1	0.67	2	6	1	4	4e-08	0.455	0	FRAG
CHR_MG3251_PATCH	139013837	139014196	+	ENSMUSP00000114278.1	0.82	10	4	0	4	1e-18	0.455	0	PSSD
CHR_MG3251_PATCH	139015057	139015170	+	ENSMUSP00000082175.3	0.55	1	0	0	1	4e-08	0.784	0	FRAG
CHR_MG3251_PATCH	139039628	139039828	+	ENSMUSP00000134288.1	0.10	0	0	0	0	6e-12	0.597	0	FRAG
CHR_MG3251_PATCH	139088470	139088568	+	ENSMUSP00000082175.3	0.48	1	0	0	1	3e-09	0.938	0	FRAG
CHR_MG3251_PATCH	139090713	139091960	+	ENSMUSP00000092054.1	0.90	11	8	0	0	2e-84	0.432	0	PSSD
CHR_MG3251_PATCH	139098226	139098399	+	ENSMUSP00000082978.3	0.46	0	0	0	0	4e-14	0.707	0	FRAG
CHR_MG3251_PATCH	139102670	139102771	+	ENSMUSP00000097593.3	0.30	0	0	0	2	2e-07	0.647	0	FRAG
CHR_MG3251_PATCH	139120844	139120966	+	ENSMUSP00000097593.3	0.36	0	0	0	1	7e-13	0.805	0	FRAG
CHR_MG3251_PATCH	139145082	139145282	+	ENSMUSP00000072472.6	0.06	0	0	0	1	4e-11	0.612	0	FRAG
CHR_MG3251_PATCH	139169875	139264833	+	ENSMUSP00000116236.1	0.33	0	0	0	3	3e-13	0.68	0	DUP
CHR_MG3251_PATCH	139180403	139180895	+	ENSMUSP00000064226.8	0.28	10	7	2	7	2e-19	0.453	3	FRAG
CHR_MG3251_PATCH	139188645	139188752	+	ENSMUSP00000082175.3	0.52	1	0	0	1	3e-10	0.914	0	FRAG
CHR_MG3251_PATCH	139198983	139199132	+	ENSMUSP00000082978.3	0.40	0	0	0	1	1e-13	0.780	0	FRAG
CHR_MG3251_PATCH	139241819	139242050	+	ENSMUSP00000114278.1	0.56	6	6	1	0	1e-13	0.554	1	FRAG
CHR_MG3251_PATCH	139256882	139257007	+	ENSMUSP00000114278.1	0.30	0	0	0	0	6e-10	0.667	0	FRAG
CHR_MG3251_PATCH	139269028	139269227	+	ENSMUSP00000114710.1	0.29	1	10	1	0	9e-09	0.519	0	FRAG
CHR_MG3251_PATCH	139284745	139284945	+	ENSMUSP00000082978.3	0.56	0	4	0	1	2e-15	0.746	0	FRAG
CHR_MG3251_PATCH	139311410	139311622	+	ENSMUSP00000082978.3	0.56	2	0	2	0	1e-13	0.732	0	FRAG
CHR_MG3251_PATCH	139315668	139337695	+	ENSMUSP00000073455.5	0.19	1	0	1	0	2e-17	0.90	0	DUP
CHR_MG3251_PATCH	139316133	139316240	+	ENSMUSP00000122818.1	0.25	0	0	0	1	8e-07	0.667	0	FRAG
CHR_MG3251_PATCH	139326698	139326841	+	ENSMUSP00000082978.3	0.40	0	2	0	1	1e-15	0.800	0	FRAG
CHR_MG3251_PATCH	139334289	139334399	+	ENSMUSP00000122084.1	0.14	0	0	0	0	2e-12	0.892	0	FRAG
CHR_MG3836_PATCH	122568333	122568713	+	ENSMUSP00000080571.4	0.66	0	16	0	0	8e-19	0.699	0	FRAG
CHR_MG3836_PATCH	122578713	122578931	+	ENSMUSP00000083876.2	0.68	0	0	0	0	9e-16	0.712	0	FRAG
CHR_MG3836_PATCH	122579303	122579494	+	ENSMUSP00000064226.8	0.10	5	0	0	0	2e-12	0.672	0	FRAG
CHR_MG3836_PATCH	122584422	122584520	+	ENSMUSP00000082175.3	0.48	1	0	0	1	6e-09	0.906	0	FRAG
CHR_MG3836_PATCH	122608561	122608663	+	ENSMUSP00000114386.1	0.26	1	0	1	1	9e-08	0.824	0	FRAG
CHR_MG3836_PATCH	122616918	122617079	+	ENSMUSP00000114278.1	0.39	0	0	0	0	2e-19	0.759	1	FRAG
CHR_MG3836_PATCH	122618204	122618326	+	ENSMUSP00000114048.1	0.56	0	0	0	0	2e-10	0.780	0	FRAG
CHR_MG3836_PATCH	122621543	122681009	+	ENSMUSP00000073455.5	0.20	2	0	2	1	5e-18	0.87	0	DUP
CHR_MG3836_PATCH	122635451	122635603	+	ENSMUSP00000114278.1	0.36	1	0	0	1	1e-11	0.627	3	FRAG
CHR_MG3836_PATCH	122639186	122639383	+	ENSMUSP00000029277.8	0.07	0	0	0	0	3e-14	0.530	0	FRAG
CHR_MG3836_PATCH	122655955	122656866	+	ENSMUSP00000150068.1	1.00	14	0	0	0	7e-120	0.859	0	PSSD
CHR_MG3836_PATCH	122656915	122657067	+	ENSMUSP00000150736.1	1.00	0	0	0	0	6e-17	0.804	0	PSSD
CHR_MG3836_PATCH	122672046	122672213	+	ENSMUSP00000082978.3	0.47	0	3	0	0	4e-12	0.763	3	FRAG
CHR_MG3836_PATCH	122676243	122676353	+	ENSMUSP00000082175.3	0.54	1	0	0	1	8e-09	0.861	0	FRAG
CHR_MG3836_PATCH	122682040	122682171	+	ENSMUSP00000134026.1	0.18	0	0	0	1	5e-07	0.682	0	FRAG
CHR_MG3836_PATCH	122682605	122682769	+	ENSMUSP00000082978.3	0.44	0	0	0	2	2e-11	0.673	3	FRAG
CHR_MG3836_PATCH	122699073	122699255	+	ENSMUSP00000082978.3	0.48	0	0	0	2	2e-14	0.738	0	FRAG
CHR_MG3836_PATCH	122707613	122707833	+	ENSMUSP00000082978.3	0.59	1	0	1	0	2e-15	0.757	0	FRAG
CHR_MG3172_PATCH	141692116	141692232	+	ENSMUSP00000122084.1	0.15	2	1	2	0	1e-05	0.875	0	FRAG
CHR_MG3172_PATCH	141699028	141706469	+	ENSMUSP00000128276.1	0.53	155	256	31	53	3e-38	0.25	0	FRAG
CHR_MG132_PATCH	124274842	124274943	+	ENSMUSP00000114386.1	0.26	0	0	0	1	2e-06	0.735	0	FRAG
CHR_MG132_PATCH	124285349	124285561	+	ENSMUSP00000137335.1	0.14	0	0	0	0	6e-23	0.761	0	FRAG
CHR_MG132_PATCH	124290787	124290936	+	ENSMUSP00000122084.1	0.19	0	0	0	1	3e-15	0.760	3	FRAG
CHR_MG132_PATCH	124299424	124299783	+	ENSMUSP00000080571.4	0.65	1	22	0	0	2e-26	0.542	0	FRAG
CHR_MG132_PATCH	124301428	124302607	+	ENSMUSP00000137421.1	0.81	11	14	10	7	2e-34	0.507	0	PSSD
CHR_MG132_PATCH	124307635	124308542	+	ENSMUSP00000150068.1	1.00	17	1	5	5	6e-39	0.658	0	PSSD
CHR_MG132_PATCH	124308591	124308710	+	ENSMUSP00000150736.1	0.78	0	0	0	0	9e-11	0.725	0	PSSD
CHR_MG132_PATCH	124311488	124311632	+	ENSMUSP00000122084.1	0.17	3	0	1	0	3e-08	0.750	0	FRAG
CHR_MG132_PATCH	124315514	124315852	+	ENSMUSP00000080571.4	0.66	0	30	0	1	7e-31	0.594	0	FRAG
CHR_MG132_PATCH	124318744	124319946	+	ENSMUSP00000137421.1	0.81	10	4	8	3	7e-82	0.770	0	PSSD
CHR_MG132_PATCH	124322456	124322674	+	ENSMUSP00000083876.2	0.66	2	0	0	0	3e-11	0.644	0	FRAG
CHR_MG132_PATCH	124322711	124322908	+	ENSMUSP00000148507.1	0.03	0	4	0	0	1e-18	0.757	0	FRAG
CHR_MG132_PATCH	124323049	124323454	+	ENSMUSP00000064226.8	0.22	6	0	1	0	6e-46	0.793	0	FRAG
CHR_MG132_PATCH	124335421	124335563	+	ENSMUSP00000114278.1	0.35	1	1	1	0	5e-11	0.735	0	FRAG
CHR_MG132_PATCH	124338980	124342567	+	ENSMUSP00000041908.7	0.17	1	2	1	1	2e-21	0.80	0	DUP
CHR_MG132_PATCH	124346182	124346310	+	ENSMUSP00000073455.5	0.18	0	0	0	0	8e-16	0.884	0	FRAG
CHR_MG132_PATCH	124348740	124349645	+	ENSMUSP00000150068.1	1.00	18	2	3	0	9e-105	0.826	0	PSSD
CHR_MG132_PATCH	124349694	124349846	+	ENSMUSP00000150736.1	1.00	0	0	0	0	6e-20	0.922	0	PSSD
CHR_MG132_PATCH	124349833	124351330	+	ENSMUSP00000096471.3	1.00	3	0	3	0	0.0	0.930	0	PSSD
CHR_MG132_PATCH	124356742	124356861	+	ENSMUSP00000114048.1	0.55	0	0	0	0	4e-09	0.775	0	FRAG
CHR_MG132_PATCH	124384424	124384618	+	ENSMUSP00000082978.3	0.52	2	1	2	1	2e-13	0.742	1	FRAG
CHR_MG132_PATCH	124386929	124387135	+	ENSMUSP00000083876.2	0.62	2	0	0	0	5e-13	0.667	0	FRAG
CHR_MG132_PATCH	124387526	124387925	+	ENSMUSP00000064226.8	0.22	4	1	1	0	1e-52	0.836	3	FRAG
CHR_MG132_PATCH	124389757	124390565	+	ENSMUSP00000093612.3	0.33	8	9	6	6	2e-31	0.525	0	FRAG
CHR_MG132_PATCH	124393569	124393706	+	ENSMUSP00000122084.1	0.18	0	1	0	2	1e-13	0.766	0	FRAG
CHR_MG132_PATCH	124396045	124396316	+	ENSMUSP00000130208.1	0.98	1	0	1	0	7e-13	0.890	3	PSSD
CHR_MG132_PATCH	124399610	124400014	+	ENSMUSP00000083463.5	0.16	0	1	0	0	1e-60	0.890	0	FRAG
CHR_MG132_PATCH	124400185	124400350	+	ENSMUSP00000137580.1	0.56	2	1	2	0	4e-09	0.702	0	FRAG
CHR_MG132_PATCH	124411559	124412015	+	ENSMUSP00000127505.1	0.19	2	6	2	3	2e-23	0.465	0	FRAG
CHR_MG132_PATCH	124416136	124432036	+	ENSMUSP00000129520.1	1.00	4	5	0	5	4e-103	0.76	0	DUP
CHR_MG132_PATCH	124427846	124428252	+	ENSMUSP00000064226.8	0.22	13	0	4	6	1e-09	0.493	3	FRAG
CHR_MG132_PATCH	124438887	124439501	+	ENSMUSP00000150068.1	0.68	10	0	2	3	4e-57	0.751	0	FRAG
CHR_MG132_PATCH	124442986	124443096	+	ENSMUSP00000082175.3	0.54	1	0	0	1	1e-08	0.806	3	FRAG
CHR_MG132_PATCH	124444427	124447681	+	ENSMUSP00000130156.1	0.92	0	0	0	2	1e-15	0.74	0	DUP
CHR_MG132_PATCH	124475571	124475681	+	ENSMUSP00000082175.3	0.54	1	0	0	2	6e-07	0.806	0	FRAG
CHR_MG132_PATCH	124476492	124476959	+	ENSMUSP00000150068.1	0.54	0	1	0	0	4e-57	0.828	0	FRAG
CHR_MG132_PATCH	124478663	124478764	+	ENSMUSP00000105567.1	1.00	0	0	0	1	1e-10	0.882	0	PSSD
CHR_MG3829_PATCH	87996462	87996653	+	ENSMUSP00000082978.3	0.49	2	0	0	0	4e-16	0.734	0	FRAG
CHR_MG3829_PATCH	88000667	88000762	+	ENSMUSP00000105567.1	0.94	0	0	0	1	3e-12	0.938	0	PSSD
CHR_MG3829_PATCH	88001403	88001507	+	ENSMUSP00000082175.3	0.51	1	0	0	1	3e-09	0.912	0	FRAG
CHR_MG3829_PATCH	88004645	88004761	+	ENSMUSP00000114048.1	0.53	0	0	0	0	8e-09	0.795	0	FRAG
CHR_MG3829_PATCH	88005227	88005388	+	ENSMUSP00000082978.3	0.46	1	5	0	1	1e-13	0.678	0	FRAG
CHR_MG3829_PATCH	88010777	88010875	+	ENSMUSP00000105567.1	0.97	0	0	0	1	2e-12	0.939	0	PSSD
CHR_MG3829_PATCH	88012872	88013015	+	ENSMUSP00000139241.1	0.71	0	0	0	1	1e-11	0.792	0	PSSD
CHR_MG3829_PATCH	88016708	88016851	+	ENSMUSP00000122084.1	0.18	0	0	0	1	1e-16	0.833	3	FRAG
CHR_MG3829_PATCH	88022732	88022920	+	ENSMUSP00000114278.1	0.41	6	0	0	0	4e-17	0.683	0	FRAG
CHR_MG3829_PATCH	88022998	88023321	+	ENSMUSP00000080894.2	0.89	3	0	2	0	7e-08	0.454	0	FRAG
CHR_MG3829_PATCH	88024470	88024640	+	ENSMUSP00000082978.3	0.48	0	4	0	0	4e-13	0.754	3	FRAG
CHR_MG3829_PATCH	88024738	88024839	+	ENSMUSP00000105567.1	1.00	0	0	0	2	5e-11	0.912	3	PSSD
CHR_MG3829_PATCH	88026453	88026545	+	ENSMUSP00000105567.1	0.91	0	0	0	0	1e-09	0.871	0	FRAG
CHR_MG3829_PATCH	88026796	88026894	+	ENSMUSP00000082175.3	0.48	1	0	0	1	2e-07	0.844	0	FRAG
CHR_MG3829_PATCH	88029942	88030042	+	ENSMUSP00000082175.3	0.52	1	1	1	0	8e-07	0.800	0	FRAG
CHR_MG3829_PATCH	88038014	88038208	+	ENSMUSP00000082978.3	0.55	0	4	0	1	4e-15	0.710	3	FRAG
CHR_MG3829_PATCH	88038898	88043566	+	ENSMUSP00000073455.5	0.20	1	2	1	1	1e-15	0.84	0	DUP
CHR_MG3829_PATCH	88039374	88039578	+	ENSMUSP00000072472.6	0.06	2	0	2	3	4e-08	0.565	0	FRAG
CHR_MG3829_PATCH	88042192	88042338	+	ENSMUSP00000114278.1	0.37	2	2	2	1	8e-07	0.667	0	FRAG
CHR_MG3829_PATCH	88043921	88044031	+	ENSMUSP00000082175.3	0.54	1	0	0	2	1e-08	0.806	0	FRAG
CHR_MG3829_PATCH	88045117	88045292	+	ENSMUSP00000082978.3	0.47	1	0	1	0	4e-09	0.678	0	FRAG
CHR_MG3829_PATCH	88045413	88045592	+	ENSMUSP00000082978.3	0.48	0	1	0	1	6e-12	0.721	0	FRAG
CHR_MG3829_PATCH	88046567	88046720	+	ENSMUSP00000082978.3	0.40	1	0	1	1	2e-14	0.824	0	FRAG
CHR_MG3829_PATCH	88056247	88056385	+	ENSMUSP00000082175.3	0.75	2	5	1	3	5e-08	0.700	3	FRAG
CHR_MG3829_PATCH	88060736	88060900	+	ENSMUSP00000082978.3	0.44	0	0	0	2	1e-11	0.709	0	FRAG
CHR_MG3829_PATCH	88061289	88061431	+	ENSMUSP00000082978.3	0.38	1	0	1	0	3e-08	0.604	0	FRAG
CHR_MG3829_PATCH	88062561	88062713	+	ENSMUSP00000114278.1	0.37	0	0	0	0	2e-16	0.725	0	FRAG
CHR_MG3829_PATCH	88062722	88062915	+	ENSMUSP00000082978.3	0.52	1	0	1	1	8e-14	0.723	3	FRAG
